ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6
9407,10000,1,2,2,26,0,0,0,0,0,0,2989,3454,2917,1473,390,1320
9408,160000,1,2,2,28,0,0,0,0,0,0,0,0,0,0,0,0
9409,170000,1,1,2,34,1,2,2,2,0,0,23535,22876,25674,24963,25640,26278
9410,440000,2,2,1,28,0,0,0,0,0,0,8325,0,0,7059,0,0
9411,310000,1,1,2,32,0,0,0,0,0,0,6023,23782,26024,26201,20896,6579
9412,110000,1,2,1,55,0,0,0,0,0,0,106670,108727,107386,78268,75846,75685
9413,50000,1,3,2,23,1,0,0,0,0,0,0,0,0,0,0,0
9414,1.00E+05,2,1,1,39,2,2,2,2,2,2,97284,99542,99898,99786,97670,100959
9415,350000,2,1,2,29,0,0,0,0,0,0,42518,31386,24540,22187,12900,7938
9416,310000,2,2,2,27,1,2,0,0,2,0,192910,188501,190938,202835,199417,203830
9417,120000,2,2,1,40,0,0,0,0,0,0,109399,109397,36850,37739,38381,39142
9418,50000,2,3,1,25,1,0,0,0,0,0,0,40819,11143,9580,9793,8768
9419,3.00E+05,1,1,2,32,1,2,2,0,0,0,10566,11293,12000,3458,56338,56735
9420,130000,2,2,2,29,2,2,0,0,0,0,172094,156589,145398,136115,138893,127502
9421,260000,1,1,2,30,0,0,0,0,0,0,1943,855,7288,1055,710,755
9422,490000,1,1,2,35,0,0,0,0,0,0,0,2639,1610,1231,1419,14143
9423,5.00E+05,1,1,1,43,0,0,0,0,0,0,14872,53132,74478,61069,37369,2581
9424,30000,2,1,2,25,0,0,0,0,0,0,9634,4476,8830,8153,6422,500
9425,60000,2,1,2,31,0,0,0,0,2,0,32632,34099,35525,38820,38066,39681
9426,140000,2,2,1,45,0,0,0,2,2,2,55444,57549,60971,61374,63243,64554
9427,180000,2,1,2,30,0,0,0,0,2,2,149525,152460,154206,135881,130728,123155
9428,20000,1,1,2,23,0,0,0,0,0,0,18436,19219,6140,6140,0,0
9429,50000,2,2,1,29,0,0,2,2,2,0,40117,45598,44570,47133,46249,47179
9430,4.00E+05,2,2,2,30,2,0,0,0,0,0,24054,25381,26085,26779,29283,29764
9431,20000,1,3,2,24,1,0,0,0,0,2,0,5536,18884,18059,18163,16990
9432,430000,2,2,1,43,0,0,0,0,0,0,8894,11198,14861,13846,13451,16162
9433,4.00E+05,2,1,1,32,0,0,0,0,0,0,110,532,2651,0,644,636
9434,2.00E+05,2,2,2,36,0,0,0,0,0,0,694,2695,660,2315,1290,5745
9435,10000,2,2,2,22,0,0,0,0,0,0,656,8748,9644,9541,8971,9645
9436,80000,1,3,2,43,2,2,0,0,0,0,76292,77465,78834,12577,18376,23766
9437,140000,2,1,2,28,0,0,0,0,0,0,115743,117357,112527,91802,94114,91201
9438,20000,2,2,2,28,2,2,0,0,0,0,24611,18920,13124,18859,19828,36666
9439,340000,2,2,1,33,2,0,0,0,0,0,411,10983,8548,11190,8210,7981
9440,230000,2,2,1,44,0,0,0,0,0,0,5630,390,5090,19394,205,0
9441,120000,2,2,1,37,0,2,0,0,0,0,200,200,42200,42000,42000,0
9442,210000,2,1,1,34,0,0,0,0,0,0,8011,5832,7906,5111,2069,0
9443,80000,2,1,2,25,0,0,0,0,0,0,45392,46723,41986,40060,38124,37140
9444,150000,1,1,2,31,0,0,0,0,0,0,3084,0,600,4102,4102,6121
9445,130000,2,2,1,53,0,0,0,0,0,0,126750,119997,108738,71835,62539,61906
9446,20000,1,1,2,35,0,2,2,0,0,0,17007,16200,0,8303,8519,9371
9447,2.00E+05,2,2,1,29,0,0,0,0,0,0,204541,170572,80620,82300,0,0
9448,2.00E+05,1,1,2,29,0,0,0,0,0,0,99,99,99,99,99,348
9449,80000,2,1,2,22,0,0,0,0,0,0,78028,79347,76022,58897,54512,51937
9450,80000,1,2,2,30,0,0,0,0,0,0,2688,2208,0,1000,0,0
9451,5.00E+05,1,1,1,44,0,0,0,0,0,0,150758,62931,21296,19897,4460,4195
9452,50000,1,2,1,43,2,2,2,2,2,2,15641,15105,16545,16977,16563,17688
9453,2.00E+05,2,1,1,44,0,0,0,0,0,0,798,4130,6952,827,1426,763
9454,80000,1,2,1,45,0,0,0,0,0,0,4089,5015,2521,531,9766,10042
9455,50000,1,2,2,26,0,0,0,0,0,0,47169,48197,47738,47676,46694,47807
9456,130000,1,2,2,37,0,0,0,0,0,0,117471,104341,96395,82476,84205,84162
9457,310000,2,1,1,35,0,0,0,0,0,0,2948,62593,152141,125325,109142,103020
9458,190000,1,2,1,37,2,0,0,0,0,2,2461,8040,9640,0,5100,2350
9459,1.00E+05,1,2,2,29,0,0,0,0,0,0,70878,72753,58789,53091,55229,57144
9460,230000,2,1,1,38,0,0,0,0,0,0,2130,62469,62583,59047,52574,43723
9461,70000,2,2,2,25,0,0,0,0,0,0,66174,67555,25059,26834,14112,28191
9462,5.00E+05,2,1,1,30,0,0,0,0,0,0,8371,8759,5574,10403,2293,2702
9463,50000,1,2,1,36,2,2,2,2,0,0,49732,48658,51802,50737,48763,50908
9464,120000,1,2,2,35,1,0,0,0,0,0,0,0,0,0,0,0
9465,80000,2,2,1,39,0,0,0,0,0,0,51644,53177,52446,49999,41411,42328
9466,50000,2,2,1,34,0,0,2,0,0,0,11367,10982,10243,10826,11699,10146
9467,350000,1,2,2,51,0,0,0,0,0,0,39943,40859,45398,50634,60540,65074
9468,60000,2,2,2,29,0,0,0,0,0,2,60000,60594,57606,33159,36183,27572
9469,2.00E+05,2,1,1,47,0,0,0,0,0,0,935,1418,0,120,150,928
9470,50000,2,2,2,23,0,0,0,0,0,0,45078,44291,39408,29689,23879,23355
9471,90000,2,2,1,43,0,0,0,0,0,0,7489,5798,15112,0,0,0
9472,360000,1,2,2,31,0,0,0,0,0,0,744,9613,18748,18694,11606,7516
9473,440000,2,2,2,25,2,2,0,0,0,0,225416,220405,226731,231456,237707,243555
9474,170000,2,2,1,52,0,0,0,0,0,0,168516,168529,169956,119844,117944,118163
9475,190000,2,2,1,33,0,0,0,0,0,0,142272,143386,141711,142569,141733,142982
9476,290000,1,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0
9477,210000,1,1,2,37,1,0,0,0,0,0,0,1422,0,0,0,478
9478,20000,1,1,2,24,0,0,0,0,0,0,3395,2296,396,396,8972,3984
9479,4.00E+05,2,1,1,35,0,0,0,0,0,0,10043,17883,9322,15693,5588,10161
9480,360000,2,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0
9481,250000,1,1,1,53,1,0,0,0,0,0,0,4190,21500,0,10180,7680
9482,30000,1,2,1,30,0,0,0,0,0,0,27836,28998,29480,29500,0,0
9483,280000,2,1,1,47,0,0,0,0,0,0,257561,270827,212405,194345,161084,174622
9484,70000,2,3,1,59,2,2,2,2,2,2,68766,70772,71622,68443,72210,70267
9485,70000,1,1,2,26,0,0,0,0,0,0,35666,18116,18397,17262,24921,0
9486,20000,1,2,2,47,0,0,2,0,0,0,14591,16254,16686,17406,18123,19680
9487,350000,1,1,2,32,0,0,0,0,0,0,15179,4981,19194,4389,1717,4066
9488,2.00E+05,2,1,2,37,0,0,0,0,0,0,21111,25562,8603,28692,29019,43308
9489,90000,1,3,2,25,0,0,0,0,0,0,6822,6995,7884,0,0,0
9490,1.00E+05,2,1,1,52,0,0,0,0,0,0,4740,3584,3609,3381,3666,2233
9491,50000,2,2,1,22,0,0,0,0,0,0,48255,41550,35553,23711,25975,900
9492,280000,2,3,1,51,0,0,0,0,0,0,2158,0,0,0,0,0
9493,50000,1,3,1,38,1,5,4,3,2,0,51106,50059,48988,47917,47020,48027
9494,120000,2,2,2,29,0,0,0,0,0,0,3570,3362,0,0,0,0
9495,1.00E+05,1,3,2,25,2,2,2,0,0,0,96889,102893,99176,80358,75007,76805
9496,130000,1,2,2,29,0,0,0,0,0,0,3920,3848,942,942,768,0
9497,2.00E+05,2,1,2,30,0,0,0,0,0,0,196845,189104,183255,147612,148088,99985
9498,350000,1,1,2,34,0,0,0,0,0,0,147070,109978,77151,73814,79692,79949
9499,20000,2,1,2,44,0,0,0,0,0,0,19018,18581,19864,20181,20210,20043
9500,150000,2,1,2,32,0,0,0,0,0,2,125995,127467,130080,131238,141612,140868
9501,130000,2,1,1,30,0,0,0,0,0,0,9255,10264,7060,4480,3000,0
9502,330000,2,1,2,34,0,0,0,0,0,0,173630,178833,187820,190202,194964,199008
9503,80000,2,2,3,52,0,0,0,0,0,0,63134,57072,55618,50345,52031,53141
9504,10000,1,5,2,35,3,2,0,0,0,0,10281,9949,8838,8838,0,0
9505,360000,1,1,2,29,1,0,0,0,0,0,0,0,6458,825,825,825
9506,120000,1,1,1,36,0,0,0,0,0,0,43488,44785,47195,12432,13226,14258
9507,20000,2,2,2,22,0,0,0,0,0,0,7130,8185,9084,8667,8848,5328
9508,280000,2,1,2,35,0,2,2,0,2,0,199,199,0,1012,536,982
9509,1.00E+05,2,2,1,45,0,0,0,0,0,0,0,0,0,0,0,1505
9510,70000,1,2,2,31,0,0,0,0,0,0,63441,29091,29802,30395,31034,31668
9511,350000,2,1,1,31,0,0,0,0,0,0,7914,4221,23907,28528,24965,5727
9512,50000,1,2,1,36,0,0,0,0,0,0,22430,23763,24564,26145,26774,27476
9513,470000,2,1,2,35,0,0,0,0,0,0,37342,39348,43806,48213,52585,56883
9514,350000,1,1,2,31,0,0,0,0,0,0,297967,286352,160042,131977,133067,41470
9515,140000,1,1,2,56,0,0,0,0,0,0,140630,142166,51334,51533,52233,53826
9516,140000,2,2,2,23,0,0,0,0,0,0,49235,45173,39585,36189,21772,21417
9517,380000,1,1,2,27,0,0,0,0,0,0,73903,66541,58665,43837,72069,61925
9518,50000,1,2,2,24,1,2,2,2,2,2,33991,33168,34805,34933,36692,37934
9519,260000,2,3,1,48,0,0,0,0,0,0,97908,84773,70259,58341,58730,52789
9520,20000,2,3,1,25,1,2,3,2,2,0,19045,20438,19771,20241,19364,18260
9521,190000,2,3,1,39,0,0,0,0,0,0,157,0,0,1975,2244,3294
9522,220000,1,2,1,39,5,4,3,2,0,0,187665,175338,163018,128157,131067,108683
9523,230000,2,1,2,36,0,0,0,0,0,0,111691,117858,121697,119772,115730,111222
9524,20000,2,2,1,43,0,0,0,0,0,0,7470,8492,9547,20766,12197,12994
9525,1.00E+05,1,2,1,52,0,0,0,0,0,0,21641,22983,24290,25080,25768,27407
9526,150000,2,1,2,26,0,0,0,0,0,0,38052,0,18600,18400,1527,1527
9527,320000,2,1,2,28,0,0,0,0,0,0,11684,1127,1943,13312,0,0
9528,50000,2,2,1,33,0,0,0,0,0,0,76025,78548,77882,79471,81121,1685
9529,50000,1,2,2,53,0,0,0,0,0,0,50302,49440,49891,20503,20159,20268
9530,370000,2,2,2,39,0,0,0,0,0,0,181221,180616,114073,57660,23093,18436
9531,150000,2,1,1,37,0,0,0,0,0,0,58337,0,0,14515,8758,6882
9532,2.00E+05,2,2,1,40,0,0,0,0,0,0,390,390,390,390,390,390
9533,2.00E+05,1,2,1,34,0,0,0,0,0,0,170,1512,0,1067,2176,3378
9534,30000,1,2,2,37,0,0,2,0,0,0,1197,2536,1100,710,320,0
9535,2.00E+05,2,2,2,46,0,0,0,0,0,0,121198,123834,136629,139504,142269,145250
9536,2.00E+05,1,1,2,26,0,0,0,0,0,0,0,1516,11533,9463,3884,3033
9537,240000,2,2,2,26,0,0,0,0,0,0,138859,136521,135459,117308,107928,103799
9538,40000,2,2,1,24,2,2,2,2,2,0,28953,35389,34205,39361,35125,35890
9539,140000,1,1,2,31,0,0,0,0,0,0,97448,70631,0,0,0,0
9540,50000,1,2,2,35,0,0,0,0,0,0,50497,49289,36295,20067,20197,20202
9541,50000,2,3,1,48,0,0,0,0,0,0,38031,31677,27240,31505,25979,25925
9542,160000,2,2,2,25,0,0,0,0,0,0,227,0,354,355,47,605
9543,140000,1,1,2,32,0,0,0,0,0,0,12319,0,0,61,561,528
9544,240000,2,3,1,28,0,0,0,0,0,0,230184,228640,227399,200357,197198,186551
9545,230000,2,1,2,29,0,0,0,0,0,0,495,466,3432,495,495,495
9546,2.00E+05,2,2,2,32,0,0,0,0,0,0,165074,170905,186093,188139,141208,144242
9547,50000,2,1,1,49,0,0,0,0,0,0,44767,45719,45665,49287,48290,50000
9548,360000,2,1,2,30,0,0,0,0,0,0,23725,45913,80945,54064,52342,33074
9549,5.00E+05,2,1,1,42,1,0,0,0,0,0,0,0,1680,0,6745,0
9550,20000,1,3,2,22,1,2,0,0,0,0,18977,18374,18458,18852,19546,21165
9551,80000,1,2,2,30,2,2,2,2,2,2,73113,74639,75408,76618,77459,75327
9552,30000,2,1,1,44,0,0,0,0,0,0,616,0,0,0,0,0
9553,80000,2,2,1,35,0,0,0,0,0,0,14376,15689,16393,16724,17086,17431
9554,30000,2,2,1,52,0,0,2,0,0,0,27101,30360,28002,23879,4178,0
9555,2.00E+05,2,3,1,48,0,0,0,0,0,0,0,0,0,0,0,0
9556,240000,1,4,2,29,0,0,0,0,0,0,219419,151914,159320,148705,134563,195628
9557,280000,1,2,2,29,0,0,0,2,2,0,255317,259137,276794,281455,276403,234607
9558,170000,2,2,2,33,0,0,0,0,0,0,1547,0,0,0,0,0
9559,1.00E+05,2,3,2,44,0,0,0,0,0,0,89988,92388,94478,59387,60953,59786
9560,70000,2,2,2,24,0,0,2,0,0,0,65508,50382,49271,50449,51636,53666
9561,110000,2,2,3,27,0,0,0,0,0,0,91538,84348,78925,49341,50289,44221
9562,1.00E+05,2,3,2,27,0,0,0,0,0,0,83587,85389,86981,81522,81171,79766
9563,80000,1,1,2,39,2,2,2,2,0,0,78246,79404,80388,78128,75762,73873
9564,3.00E+05,2,2,1,33,0,0,0,0,0,0,1496,1496,1496,2490,1996,1494
9565,150000,2,1,1,40,0,0,0,0,0,0,52097,30188,20242,5332,61826,5220
9566,150000,1,2,2,26,0,0,0,0,0,0,69358,42457,92213,70406,70037,14461
9567,10000,1,3,1,52,1,2,0,0,0,0,6969,6712,7722,7875,8041,8357
9568,210000,2,1,2,35,0,0,0,0,0,0,0,0,0,820,0,0
9569,20000,1,2,2,25,0,0,0,0,0,0,19770,19463,20998,19468,36702,0
9570,20000,1,2,1,38,0,0,0,0,2,0,6715,7736,8745,9394,9101,9282
9571,80000,2,3,1,48,2,2,2,0,0,0,63695,33283,22442,15553,5593,1350
9572,270000,1,2,1,49,0,0,0,0,0,0,0,0,0,0,0,0
9573,2.00E+05,2,1,1,33,0,0,0,0,0,0,0,225,5628,5540,16378,4850
9574,2.00E+05,1,1,1,34,0,0,0,0,0,2,2727,1332,2003,816,4530,4245
9575,10000,1,2,2,34,0,0,0,0,0,0,9323,8708,0,9601,10005,9058
9576,360000,1,1,2,34,0,0,0,0,0,0,5275,24267,33473,51900,30424,48646
9577,20000,1,2,1,40,1,2,0,0,0,0,20138,19531,18867,19253,20003,19470
9578,40000,2,1,1,27,0,0,0,0,0,0,40856,39045,39825,38847,31535,32159
9579,110000,1,3,1,50,0,0,0,0,0,0,109192,106322,67727,47313,47255,47255
9580,50000,1,3,1,50,0,0,0,2,0,0,63889,65512,68764,14353,16110,17832
9581,1.00E+05,2,1,2,28,0,0,0,0,0,0,46430,47679,48783,49981,44211,48568
9582,50000,1,2,2,21,0,0,0,0,0,0,21023,27270,11342,8305,7288,0
9583,30000,2,3,1,23,2,2,0,0,2,2,15955,15410,17149,18362,18919,19161
9584,20000,1,1,2,23,2,2,2,2,2,2,7040,7897,7622,8294,8016,9382
9585,1.00E+05,1,2,1,44,2,2,2,2,0,0,30094,31111,31407,30603,31411,32089
9586,80000,2,2,1,24,0,0,0,0,0,0,1462,2472,0,492,0,0
9587,120000,1,1,2,29,0,0,0,0,0,0,118303,98232,150952,77639,79966,61248
9588,30000,1,2,2,36,0,0,2,0,0,0,3024,3462,390,240,2150,780
9589,80000,1,5,1,25,0,0,0,0,0,0,59366,49079,0,16638,18367,33081
9590,170000,2,1,2,30,1,0,0,0,0,0,0,0,550,0,0,0
9591,20000,1,1,1,40,0,0,0,0,0,0,30832,17896,17258,18981,19496,18594
9592,50000,2,3,1,36,0,0,0,0,0,0,46311,47579,47897,28263,8548,8906
9593,3.00E+05,2,1,1,31,0,0,0,0,0,0,149893,152529,152882,113347,114554,116357
9594,20000,2,1,2,26,2,2,2,2,2,2,300,300,300,300,300,300
9595,130000,1,2,2,29,0,0,0,0,0,0,29252,30086,30680,30797,31147,31996
9596,5.00E+05,2,2,1,41,0,0,0,0,2,2,2503,613,2339,4333,1285,1969
9597,30000,1,2,2,41,0,0,0,0,3,2,9736,10453,11771,13032,12538,12187
9598,180000,2,2,1,41,0,0,0,0,0,0,139184,141752,122164,111328,113890,116823
9599,340000,1,1,2,33,0,0,0,0,0,0,8427,10289,9452,22630,8819,9327
9600,480000,2,1,2,29,1,0,0,0,0,0,0,0,0,0,0,0
9601,80000,2,2,2,30,1,0,0,0,0,0,0,0,0,0,0,0
9602,140000,2,3,2,24,0,0,0,0,0,0,20923,19713,19385,19244,17185,36377
9603,180000,2,3,2,30,0,0,0,0,0,0,105873,90251,62144,56728,52918,20856
9604,30000,2,2,2,30,0,0,2,0,0,0,16570,18989,18387,22047,23691,25547
9605,290000,1,1,3,55,0,0,2,0,0,0,7970,10320,10005,10838,11663,13301
9606,110000,2,3,2,45,0,0,0,0,0,0,9242,9484,13922,18766,28498,30667
9607,60000,1,1,2,25,0,0,0,0,0,0,24200,34708,25326,27914,30476,31982
9608,80000,2,1,1,35,0,2,0,0,0,0,3614,82,3723,303,662,3295
9609,110000,1,1,2,25,0,0,0,0,0,0,64155,65743,66533,67677,39066,39884
9610,20000,1,2,1,42,1,2,0,0,0,0,17614,17042,18052,18562,18814,19500
9611,150000,1,3,2,31,0,0,0,0,0,0,4213,5897,2365,5004,5531,3567
9612,240000,2,3,1,44,0,0,0,0,0,0,24469,11511,4670,17480,5489,7740
9613,4.00E+05,1,1,1,44,0,0,0,0,0,0,18432,24198,22584,22655,23417,16845
9614,120000,1,1,1,34,2,2,2,2,2,2,97463,99018,100493,101937,104159,102324
9615,330000,1,1,2,39,0,0,0,0,0,0,365672,346014,334826,265256,264516,264079
9616,30000,1,2,2,29,0,0,0,0,0,0,390,390,390,1438,719,1588
9617,1.00E+05,1,3,1,55,2,0,0,0,0,0,435,435,285,0,0,1020
9618,140000,1,1,2,37,0,0,0,0,0,0,291,291,291,291,291,441
9619,50000,1,5,2,33,0,0,0,0,0,0,45226,46080,32218,20650,0,0
9620,310000,1,1,2,37,0,0,0,0,0,0,0,0,0,0,0,0
9621,160000,2,3,1,49,0,0,0,0,0,0,741,6339,3334,3086,6959,5404
9622,110000,2,1,2,25,0,0,0,0,0,0,86107,83894,85037,44819,24512,25447
9623,20000,1,2,1,45,0,0,0,0,0,0,1651,0,390,390,780,0
9624,30000,2,3,2,23,0,0,0,0,0,0,528,913,10773,916,3091,700
9625,50000,1,2,1,47,1,0,0,0,0,0,0,835,226,0,0,0
9626,20000,1,3,2,24,0,0,0,0,2,2,13470,14748,15761,17497,17075,19777
9627,220000,2,1,2,36,0,0,0,0,0,0,1838,921,943,1467,25075,6862
9628,460000,1,1,2,36,0,0,0,0,0,0,11469,13749,32838,33203,3129,5945
9629,150000,2,1,2,34,1,0,0,0,0,2,0,0,0,0,552,252
9630,50000,2,3,1,53,0,0,0,0,0,0,20211,48672,34694,35503,2025,0
9631,1.00E+05,2,1,1,32,2,0,0,0,0,2,98033,97995,98781,97946,101885,98015
9632,260000,1,1,1,50,0,0,0,0,0,0,115937,118957,119649,122448,0,123939
9633,50000,1,3,1,41,4,3,2,0,0,0,52955,51847,50307,27707,28479,28979
9634,50000,2,2,2,27,0,0,0,0,0,0,46465,47776,47626,45227,29436,10363
9635,240000,2,1,2,34,0,0,0,0,0,0,4970,0,0,0,0,0
9636,230000,1,3,2,24,0,0,0,0,2,0,82066,80317,70854,74413,72447,73418
9637,90000,2,2,2,28,0,0,0,0,0,2,69186,72450,73798,74682,79586,78261
9638,20000,2,2,2,22,0,0,2,0,0,0,5473,7492,4988,11680,6590,0
9639,70000,2,3,2,25,0,0,0,0,2,0,68658,68618,61208,50111,49207,50524
9640,260000,1,1,2,29,0,0,0,0,0,0,128208,100939,92549,90038,88772,111287
9641,20000,2,2,2,35,1,2,0,0,0,0,14181,12467,6689,0,0,0
9642,150000,2,2,2,29,0,0,0,0,0,0,94409,92047,79088,81399,74009,65871
9643,2.00E+05,2,3,2,51,0,0,0,0,0,0,196875,180428,131111,112995,107300,101918
9644,50000,1,1,2,57,0,0,0,0,0,0,50770,50709,49814,51199,20306,20306
9645,210000,1,2,1,39,0,0,0,0,0,0,1443,1443,1443,1443,1443,1443
9646,360000,1,1,2,27,0,0,0,0,0,0,759,5695,1390,8531,8531,0
9647,30000,2,2,2,34,1,2,2,2,2,2,23860,23192,30042,28276,30483,29848
9648,170000,2,2,2,35,0,0,0,0,0,0,13500,7499,7301,10342,14295,20471
9649,5.00E+05,2,2,2,32,0,0,0,0,0,0,44462,37890,28527,27030,27454,30486
9650,80000,1,2,2,31,0,0,0,0,0,0,45605,46669,47892,49098,50152,51812
9651,70000,1,2,2,24,3,2,2,2,2,2,63000,64397,65253,63609,68397,69605
9652,1.00E+05,1,3,2,26,0,0,0,0,0,0,30627,31894,33049,33112,0,715
9653,3.00E+05,2,2,1,26,0,0,0,0,0,0,316,316,316,316,316,466
9654,2.00E+05,2,2,1,49,0,0,2,0,0,0,3024,11080,8736,26383,27959,20360
9655,190000,1,1,2,30,0,0,0,0,0,0,25953,1590,478,10035,24345,1150
9656,30000,2,3,1,43,0,0,0,0,0,0,23101,16480,15459,15366,15680,15000
9657,230000,2,3,1,58,1,0,0,0,0,0,0,0,3000,1800,29387,22980
9658,80000,1,1,1,46,0,0,0,0,0,0,39115,40176,39681,29213,25356,22723
9659,280000,2,1,2,36,1,0,0,0,0,0,124,0,0,428,0,0
9660,140000,2,1,2,29,1,2,0,0,0,0,144922,141289,137377,93261,95368,97063
9661,30000,2,3,1,35,2,2,2,2,2,2,27160,26444,28694,27936,29930,29302
9662,30000,2,2,1,36,2,2,2,2,2,2,16818,20213,19590,21261,20783,22081
9663,20000,1,2,1,51,0,0,0,0,0,0,18673,17572,18584,19097,19328,37576
9664,230000,2,2,1,30,0,0,0,0,0,0,3686,5557,5816,1288,23196,15072
9665,20000,1,2,2,23,0,0,2,0,0,0,16831,20404,19621,14051,0,0
9666,360000,2,1,2,27,0,0,0,0,0,2,21275,22517,23707,24145,24068,24350
9667,60000,2,1,2,24,0,0,0,0,0,0,56119,57282,58533,59349,55302,56563
9668,20000,2,2,2,48,0,0,0,2,0,0,14218,15247,16986,16418,16615,16944
9669,5.00E+05,1,1,1,44,0,0,0,0,0,0,367,15272,12925,75667,67609,71946
9670,380000,1,2,1,39,0,0,0,0,0,0,0,4107,2517,710,0,0
9671,160000,1,1,2,27,1,0,0,0,0,0,0,0,0,930,930,2010
9672,170000,1,1,2,48,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400
9673,430000,2,1,2,29,0,0,0,0,0,0,67336,53400,52214,32386,32848,28557
9674,320000,1,1,1,39,0,0,0,0,0,0,8374,17634,38000,1140,997,1633
9675,180000,1,1,1,31,0,0,0,0,0,0,1100,860,1480,380,740,1100
9676,50000,1,2,2,42,0,0,0,0,0,0,47612,97918,49376,19693,19677,19657
9677,60000,1,2,2,29,2,2,2,2,2,2,47631,48574,49476,50360,50509,52522
9678,360000,2,3,2,38,1,0,0,0,0,0,0,751,15369,7845,6786,0
9679,80000,2,2,2,23,0,0,0,0,0,0,80998,63184,58346,56361,55933,56936
9680,50000,1,3,1,41,0,0,0,0,0,0,26948,16272,1000,0,0,0
9681,2.00E+05,2,2,2,37,2,0,0,0,0,0,214261,210315,206563,202896,173111,170326
9682,460000,2,1,2,36,0,0,0,0,0,0,58312,36388,52920,50106,50147,1341
9683,130000,2,2,2,23,0,0,0,0,0,0,78426,77613,62963,58470,59069,51599
9684,440000,1,2,2,29,0,0,0,0,0,0,430990,436979,329814,289341,287809,293176
9685,280000,1,2,2,38,2,2,2,0,0,0,168581,170775,166749,168739,166757,161777
9686,20000,1,3,2,39,0,0,0,0,0,0,6530,8389,10090,3450,13030,9507
9687,60000,2,2,2,24,0,0,0,0,0,0,57925,58188,58411,58743,60042,57781
9688,210000,2,2,2,38,0,0,0,0,0,0,194358,185907,180618,184110,189134,194966
9689,1.00E+05,2,3,2,46,0,0,0,0,0,0,56009,58104,62126,68082,73858,77226
9690,240000,1,1,1,46,0,0,0,0,0,0,0,0,0,0,0,0
9691,280000,2,3,2,43,0,0,0,0,0,0,194868,178774,172045,175487,179270,183394
9692,130000,2,1,2,29,0,3,2,2,2,2,78,78,78,78,78,0
9693,360000,1,1,2,35,0,0,0,0,0,0,1533,0,2493,0,1299,0
9694,210000,2,3,2,36,0,0,0,0,0,0,203447,206683,99411,63322,73433,75381
9695,20000,1,3,2,23,2,2,2,2,3,2,15034,17676,17100,19111,18525,18080
9696,20000,2,2,2,23,0,0,0,0,0,0,4731,6642,11508,16953,17310,18466
9697,50000,1,2,1,34,1,2,2,2,2,2,16501,15947,18134,17622,19249,14259
9698,1.00E+05,2,2,1,39,0,0,0,0,0,0,97040,65668,66046,66779,45833,46369
9699,50000,1,3,2,29,0,0,0,0,0,0,0,0,0,0,0,0
9700,130000,1,2,2,27,1,2,2,2,2,2,123371,125905,126524,127534,130524,132416
9701,270000,2,1,2,31,0,0,0,0,0,0,13759,0,0,2786,4686,3184
9702,50000,2,2,2,24,0,0,0,0,0,0,390,390,390,780,780,0
9703,80000,2,2,1,35,0,0,0,0,0,0,9647,10390,10816,9746,9798,10401
9704,10000,2,1,2,29,0,0,0,0,0,0,1727,1508,3096,3400,4522,0
9705,190000,2,2,1,34,0,0,0,0,0,0,500,300,0,0,418,964
9706,50000,1,1,2,27,0,0,2,0,0,2,40688,43816,42816,43528,46258,47340
9707,1.00E+05,2,3,1,46,2,2,2,2,2,0,42674,45983,46927,47759,46865,47930
9708,150000,1,2,2,49,0,0,0,0,0,0,151822,86002,75782,76333,77956,77553
9709,510000,1,3,2,30,0,0,0,0,0,0,548,0,0,0,0,1769
9710,110000,2,2,2,24,0,0,0,0,0,0,1362,1352,1867,36986,40053,41196
9711,150000,2,1,1,58,0,0,0,0,0,0,1657,2277,4049,1665,559,0
9712,50000,2,2,1,54,0,0,0,0,0,0,48403,48119,43590,18264,18659,18918
9713,50000,2,2,2,23,0,0,0,0,0,0,25622,33564,25680,13577,1148,0
9714,360000,2,2,1,29,1,0,2,0,0,0,0,828,414,414,414,414
9715,10000,2,1,2,24,2,0,0,2,2,2,6524,7559,9564,9264,9862,10050
9716,210000,2,1,2,26,1,2,2,0,0,0,120098,121222,117783,120126,122643,125123
9717,370000,1,2,2,28,0,0,0,0,0,0,261021,265512,269491,223905,226566,226817
9718,360000,2,2,1,33,0,0,0,0,0,0,3177,0,0,1672,0,986
9719,50000,2,2,1,31,0,0,2,0,0,2,44970,48101,46993,47940,50903,49794
9720,360000,1,2,2,38,0,0,0,0,0,0,0,0,0,0,3189,177585
9721,170000,2,1,1,35,0,0,0,0,0,0,86239,75600,2800,21881,0,6780
9722,70000,1,2,2,26,0,0,0,0,0,0,67864,68284,67375,71270,71157,71008
9723,360000,2,1,2,34,0,0,0,0,0,0,8871,6378,26648,6707,3450,0
9724,230000,1,5,1,42,0,0,0,0,0,0,92230,90614,90385,59317,60404,61604
9725,50000,1,1,1,38,0,0,0,0,0,0,12650,0,0,0,0,0
9726,2.00E+05,1,1,1,41,0,0,0,0,0,0,1378,0,5440,0,796,1390
