ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1
6434,20000,2,1,1,38,1925
6435,150000,2,1,2,39,99
6436,230000,1,2,1,36,3872
6437,50000,1,2,2,26,49713
6438,3.00E+05,2,2,1,35,10911
6439,110000,2,2,3,54,316
6440,230000,2,1,2,33,4533
6441,50000,2,2,2,30,0
6442,70000,2,2,2,24,66915
6443,360000,2,1,1,27,0
6444,110000,2,2,2,32,108159
6445,120000,2,2,2,48,116183
6446,2.00E+05,2,1,1,45,15127
6447,260000,2,5,1,46,9507
6448,290000,2,1,1,47,15485
6449,20000,2,2,2,22,17503
6450,50000,2,3,2,22,46687
6451,50000,2,2,1,23,33713
6452,60000,2,1,2,23,3517
6453,330000,1,1,1,46,7401
6454,60000,2,2,1,23,58844
6455,180000,2,2,1,25,134733
6456,80000,2,1,2,28,53541
6457,450000,2,1,2,32,0
6458,150000,2,4,1,36,5253
6459,280000,2,2,2,28,0
6460,180000,1,3,2,47,67011
6461,380000,2,3,1,54,1630
6462,150000,1,2,1,45,390
6463,280000,2,1,2,52,886
6464,160000,2,2,2,34,18958
6465,120000,1,2,2,29,118277
6466,330000,2,1,2,34,261974
6467,210000,2,2,1,49,0
6468,2.00E+05,1,1,2,27,0
6469,340000,2,5,1,27,281544
6470,2.00E+05,1,1,2,34,959
6471,160000,2,3,1,34,4763
6472,5.00E+05,2,2,2,48,77461
6473,50000,1,2,1,43,28287
6474,170000,2,2,2,23,32192
6475,260000,2,1,2,29,234922
6476,360000,1,2,1,49,0
6477,4.00E+05,1,1,2,29,41057
6478,380000,2,1,2,32,91806
6479,50000,1,3,2,29,7334
6480,130000,1,2,1,40,390
6481,110000,2,2,1,24,0
6482,50000,1,1,1,23,0
6483,190000,1,2,2,26,155260
6484,170000,2,2,1,46,2741
6485,210000,2,4,2,25,179248
6486,50000,1,3,2,25,46277
6487,20000,2,3,1,45,14064
6488,80000,2,2,1,26,33319
6489,5.00E+05,2,1,2,39,4417
6490,250000,2,2,2,31,59878
6491,50000,1,3,1,34,6808
6492,3.00E+05,1,2,1,38,181387
6493,30000,2,2,1,40,27975
6494,50000,1,2,2,34,61220
6495,180000,2,2,2,35,0
6496,50000,2,5,1,28,9014
6497,50000,1,3,1,46,6066
6498,190000,2,2,1,40,184276
6499,2.00E+05,2,2,2,32,940
6500,140000,2,2,2,26,141057
6501,10000,1,3,1,47,6817
6502,180000,2,5,1,54,88545
6503,170000,2,3,2,29,14460
6504,50000,1,2,1,36,0
6505,2.00E+05,1,2,2,32,9249
6506,170000,2,2,1,42,1085
6507,50000,1,2,2,52,5893
6508,230000,2,2,2,24,2360
6509,5.00E+05,2,2,2,36,21368
6510,50000,1,2,2,25,1050
6511,80000,1,1,2,38,32562
6512,2.00E+05,2,2,1,61,780
6513,360000,1,3,2,34,0
6514,140000,2,1,1,41,780
6515,290000,2,2,1,48,292907
6516,50000,1,2,1,41,48027
6517,10000,2,2,3,38,3213
6518,80000,1,2,2,27,1195
6519,20000,1,3,2,22,18535
6520,150000,1,1,2,37,120
6521,230000,2,1,2,37,9092
6522,60000,2,3,2,24,60491
6523,360000,2,1,2,26,724
6524,1.00E+05,1,2,1,36,46202
6525,30000,1,2,1,33,23467
6526,330000,2,2,1,30,155285
6527,20000,2,1,2,24,632
6528,80000,2,2,1,49,42053
6529,90000,2,5,2,23,40145
6530,20000,2,2,2,23,16740
6531,230000,1,3,1,61,0
6532,160000,1,2,2,28,3498
6533,2.00E+05,2,2,1,36,2500
6534,20000,1,2,2,27,1955
6535,170000,1,1,1,35,51207
6536,180000,2,2,1,26,3679
6537,50000,2,2,1,29,98492
6538,360000,2,1,1,40,16540
6539,230000,2,2,2,28,875
6540,80000,2,1,2,28,75709
6541,60000,1,1,2,31,61432
6542,150000,2,3,1,52,420
6543,120000,2,3,1,52,117029
6544,430000,2,1,1,43,20849
6545,360000,1,3,1,32,89120
6546,2.00E+05,2,2,1,60,396
6547,50000,1,2,2,26,40959
6548,150000,2,2,1,36,70001
6549,20000,2,1,2,46,12146
6550,20000,1,1,2,23,5565
6551,50000,1,2,2,24,52935
6552,260000,2,2,2,27,19713
6553,230000,2,3,2,30,1873
6554,170000,1,3,1,43,19247
6555,180000,1,1,2,28,0
6556,30000,1,1,2,38,24172
6557,20000,1,2,2,22,16014
6558,260000,1,3,1,50,655
6559,180000,2,3,2,30,1730
6560,230000,2,2,1,32,57259
6561,120000,2,2,3,43,46889
6562,280000,1,1,1,63,0
6563,270000,2,2,2,29,150185
6564,70000,1,1,1,39,67474
6565,60000,1,2,2,31,53234
6566,180000,1,2,2,28,78128
6567,160000,2,2,1,32,30414
6568,50000,2,1,2,25,14500
6569,60000,2,2,2,48,53044
6570,50000,1,2,2,48,12961
6571,80000,2,2,1,56,0
6572,30000,2,2,1,22,28622
6573,90000,2,1,2,26,32154
6574,130000,2,2,1,33,9768
6575,2.00E+05,1,1,1,38,2780
6576,20000,2,2,2,23,11564
6577,3.00E+05,1,3,1,31,1877
6578,160000,2,1,1,41,120528
6579,5.00E+05,2,1,1,41,680
6580,50000,2,2,2,25,50863
6581,20000,1,1,2,25,20052
6582,240000,1,3,1,40,213732
6583,2.00E+05,1,2,2,29,172325
6584,2.00E+05,2,2,2,27,184
6585,260000,2,1,2,36,10425
6586,1.00E+05,1,2,2,26,89296
6587,360000,1,3,1,42,25988
6588,280000,2,6,3,38,286469
6589,360000,1,1,1,47,10221
6590,420000,2,1,1,34,440
6591,4.00E+05,2,2,1,42,0
6592,50000,2,2,1,41,33343
6593,5.00E+05,1,1,1,45,186610
6594,50000,1,2,2,56,48025
6595,80000,2,1,2,24,1275
6596,80000,2,2,2,23,84176
6597,20000,2,2,2,50,13922
6598,460000,2,1,2,27,81252
6599,240000,1,1,2,33,47742
6600,120000,1,2,2,30,53456
6601,20000,1,2,2,24,7719
6602,290000,1,3,1,50,62381
6603,50000,2,2,2,38,33801
6604,2.00E+05,2,2,1,40,22065
6605,20000,2,3,3,27,17973
6606,1.00E+05,1,1,1,43,43970
6607,260000,2,1,2,36,107350
6608,20000,2,2,2,27,21750
6609,10000,2,2,2,22,5964
6610,420000,1,1,1,47,46179
6611,130000,2,3,2,27,29645
6612,150000,2,1,2,25,36497
6613,120000,1,1,2,33,291
6614,30000,2,2,2,25,7244
6615,260000,2,2,2,31,166071
6616,60000,1,3,2,34,326
6617,70000,2,3,2,52,105991
6618,110000,1,2,2,26,28290
6619,180000,1,2,2,37,8788
6620,3.00E+05,2,2,2,48,6301
6621,260000,2,1,1,38,622
6622,50000,2,2,1,41,36329
6623,90000,2,3,1,45,63115
6624,20000,2,2,2,24,6025
6625,220000,2,1,2,30,2731
6626,240000,1,1,2,27,2961
6627,440000,2,2,2,40,98496
6628,60000,2,2,1,37,60480
6629,380000,1,2,1,31,6749
6630,30000,2,3,1,44,19608
6631,120000,2,2,2,35,71708
6632,150000,1,1,2,29,4583
6633,90000,1,2,2,28,43314
6634,180000,2,2,1,34,25000
6635,10000,2,2,2,37,7841
6636,20000,1,2,2,24,15166
6637,80000,2,3,1,41,57754
6638,610000,1,2,1,30,50724
6639,180000,2,3,2,27,0
6640,50000,1,3,1,53,0
6641,130000,1,1,2,30,130705
6642,160000,1,1,2,26,135233
6643,2.00E+05,1,1,2,29,137218
6644,20000,1,1,2,29,14897
6645,50000,2,2,2,56,47060
6646,30000,2,2,1,46,27882
6647,140000,1,2,1,29,130767
6648,160000,1,2,1,45,11569
6649,410000,1,1,1,33,3244
6650,320000,2,1,2,30,8144
6651,50000,2,2,1,36,47404
6652,110000,1,2,2,29,107221
6653,530000,2,3,1,50,219884
6654,80000,2,2,2,40,46982
6655,190000,2,1,2,26,204297
6656,5.00E+05,1,2,1,58,4101
6657,270000,2,3,2,30,0
6658,20000,2,2,2,26,17368
6659,90000,1,2,1,39,27764
6660,10000,1,2,2,44,6898
6661,320000,2,2,1,36,4062
6662,190000,2,1,1,33,42740
6663,380000,1,1,1,39,6347
6664,180000,1,2,2,30,145563
6665,360000,2,1,2,33,898
6666,150000,1,2,1,30,40496
6667,50000,2,1,1,57,45608
6668,50000,1,2,2,39,39966
6669,50000,1,3,1,51,42257
6670,340000,2,2,2,30,47664
6671,320000,1,1,2,26,111710
6672,230000,2,1,2,42,326
6673,120000,2,1,2,31,643
6674,30000,1,1,2,34,26921
6675,240000,1,1,2,34,21027
6676,240000,2,2,1,32,0
6677,210000,1,1,2,30,99342
6678,20000,1,3,2,24,17231
6679,20000,2,2,1,42,16560
6680,110000,2,1,2,25,4382
6681,130000,1,2,1,39,88014
6682,80000,2,2,1,28,77857
6683,20000,1,2,1,36,12564
6684,10000,1,1,1,38,4711
6685,180000,1,2,1,37,5480
6686,280000,2,2,2,29,140888
6687,220000,1,1,2,29,124820
6688,260000,1,2,1,42,215521
6689,30000,1,2,1,40,15526
6690,50000,2,2,1,29,21523
6691,150000,2,3,2,47,153720
6692,160000,1,3,2,38,47269
6693,20000,1,2,2,26,0
6694,280000,1,1,1,42,18958
6695,50000,1,2,2,24,6716
6696,3.00E+05,2,1,2,43,1352
6697,230000,1,2,1,31,60528
6698,60000,1,3,2,27,37170
6699,190000,1,3,1,29,51632
6700,60000,1,2,2,43,0
6701,1.00E+05,2,2,2,25,88420
6702,30000,2,2,1,45,17166
6703,2.00E+05,2,2,2,30,71310
6704,30000,1,1,3,27,25107
6705,130000,1,2,2,25,126454
6706,120000,1,2,2,29,60098
6707,160000,2,2,2,35,0
6708,20000,2,2,2,23,17772
6709,30000,2,2,2,24,26133
6710,70000,2,2,2,23,65026
6711,80000,1,3,2,25,78230
6712,80000,2,2,2,23,6085
6713,1.00E+05,1,2,2,50,104466
6714,570000,1,1,2,31,26775
6715,170000,1,1,1,45,360
6716,50000,2,2,2,25,0
6717,310000,2,1,2,39,300500
6718,140000,1,1,2,27,19484
6719,2.00E+05,2,2,2,29,69412
6720,3.00E+05,2,2,2,26,11342
6721,3.00E+05,2,1,2,26,296186
6722,140000,1,2,2,55,162452
6723,560000,1,1,1,47,10501
6724,2.00E+05,1,1,1,46,73537
6725,230000,2,3,1,31,184444
6726,2.00E+05,1,1,1,36,2346
6727,160000,1,2,2,34,73820
6728,220000,1,1,2,29,216096
6729,60000,1,3,2,25,59817
6730,390000,2,2,1,43,78658
6731,280000,2,1,2,39,1863
6732,80000,1,1,1,60,53315
6733,360000,1,2,1,34,31580
6734,20000,2,2,2,21,18770
6735,5.00E+05,2,2,1,31,2181
6736,90000,2,1,2,23,316
6737,30000,2,1,1,33,27729
6738,390000,1,1,2,47,0
6739,360000,1,1,1,32,0
6740,10000,2,2,2,32,9463
6741,150000,2,1,1,32,0
6742,40000,2,2,2,27,29009
6743,210000,2,5,2,29,67931
6744,50000,2,2,1,41,46965
6745,10000,1,2,2,23,7886
6746,310000,2,2,2,26,40604
6747,50000,1,1,2,34,43796
6748,150000,2,1,1,37,4787
6749,50000,1,3,1,48,11839
6750,250000,2,1,2,30,77245
6751,30000,2,3,1,46,22352
6752,30000,1,1,1,32,22541
6753,30000,2,3,1,50,30615
6754,20000,2,2,1,44,16942
6755,30000,2,1,2,24,17615
6756,3.00E+05,1,1,1,45,999
6757,90000,1,2,1,28,5580
6758,30000,1,2,2,24,25063
6759,2.00E+05,2,2,1,51,128208
6760,180000,2,2,2,29,100534
6761,70000,2,2,2,26,50680
6762,230000,2,2,2,29,0
6763,240000,2,1,1,45,0
6764,190000,2,3,1,41,2665
6765,80000,2,1,1,29,4225
6766,3.00E+05,2,2,1,34,86116
6767,220000,2,1,1,36,210475
6768,340000,1,2,1,31,63098
6769,480000,2,1,2,57,7066
6770,60000,2,1,1,25,45575
6771,2.00E+05,1,2,1,28,11445
6772,20000,1,2,1,53,19646
6773,110000,2,3,2,46,45846
6774,470000,2,2,2,32,491428
6775,2.00E+05,1,2,1,42,748
6776,130000,1,1,2,30,16757
6777,80000,1,1,1,46,78861
6778,120000,2,2,1,30,0
6779,180000,1,1,2,27,29735
6780,4.00E+05,1,2,1,42,286710
6781,150000,1,3,1,43,150797
6782,640000,2,3,2,34,105423
6783,5.00E+05,1,1,1,32,48169
6784,70000,2,1,2,26,28106
6785,1.00E+05,2,1,2,24,1331
6786,80000,2,3,1,42,0
6787,120000,2,2,1,30,84094
6788,210000,2,1,2,31,40167
6789,50000,2,1,2,25,13572
6790,50000,2,2,1,45,46188
6791,260000,1,2,1,35,0
6792,20000,1,2,2,22,0
6793,30000,1,2,1,40,38001
6794,310000,2,2,1,29,182202
6795,1.00E+05,1,1,2,34,43128
6796,3.00E+05,2,1,1,38,390
6797,30000,1,3,1,47,27609
6798,320000,1,2,2,34,173742
6799,120000,2,1,2,32,81878
6800,80000,1,2,2,24,26170
6801,20000,1,3,1,50,15089
6802,380000,1,1,1,53,360
6803,180000,2,1,2,30,173094
6804,50000,1,2,2,27,26380
6805,280000,1,1,2,33,0
6806,30000,2,3,2,47,25262
6807,1.00E+05,1,2,2,25,97614
6808,30000,1,1,2,45,27990
6809,160000,2,2,2,30,124178
6810,210000,1,1,1,42,2295
6811,10000,1,1,2,30,7930
6812,420000,2,2,2,36,3581
6813,4.00E+05,2,1,1,37,0
6814,70000,2,1,2,29,62870
6815,110000,1,2,2,31,61050
6816,3.00E+05,1,1,1,54,234589
6817,120000,2,1,2,27,22027
6818,180000,1,1,2,27,13895
6819,4.00E+05,1,1,1,46,31864
6820,1.00E+05,1,1,1,44,37222
6821,220000,2,2,1,32,183718
6822,220000,2,2,1,43,316
6823,140000,2,2,1,27,126771
6824,90000,2,2,1,51,112577
6825,30000,2,1,2,23,29292
6826,240000,2,1,2,28,2276
6827,110000,2,1,1,37,106658
6828,60000,2,1,2,24,37356
6829,20000,1,2,2,26,13242
6830,180000,1,2,1,53,173481
6831,130000,2,2,2,26,84133
6832,130000,2,3,1,36,42553
6833,70000,1,1,2,26,50587
6834,10000,1,2,1,42,9860
6835,50000,2,1,2,24,894
6836,190000,2,1,1,31,8121
6837,60000,1,2,2,36,59219
6838,20000,1,1,2,25,17147
6839,80000,2,2,2,42,73981
6840,5.00E+05,2,1,1,51,5255
6841,220000,1,3,1,52,0
6842,230000,2,2,1,36,3786
6843,20000,1,2,2,25,15522
6844,50000,1,2,2,39,48803
6845,120000,2,1,2,29,110488
6846,130000,2,2,2,34,99593
6847,230000,2,1,2,26,363
6848,350000,1,1,2,32,92134
6849,3.00E+05,2,1,2,38,13548
6850,70000,2,2,2,55,67572
6851,280000,1,1,2,33,281604
6852,60000,2,2,1,25,20636
6853,310000,1,2,2,42,169749
6854,290000,1,3,2,34,5451
6855,180000,1,1,1,35,133424
6856,340000,2,1,2,43,0
6857,360000,2,1,2,29,5041
6858,180000,2,1,1,33,996
6859,30000,2,3,1,48,25615
6860,1.00E+05,1,1,2,32,26127
6861,180000,1,2,1,42,87815
6862,210000,2,1,2,31,131297
6863,180000,2,2,1,36,111190
6864,60000,2,3,3,48,53116
6865,5.00E+05,1,1,2,30,192257
6866,2.00E+05,2,2,1,37,5766
6867,610000,2,2,1,39,145143
6868,50000,1,2,2,29,47373
6869,80000,2,6,2,25,6643
6870,210000,1,1,2,38,103310
6871,50000,1,1,2,56,52108
6872,360000,1,1,1,58,5619
6873,240000,1,2,2,30,53812
6874,20000,1,3,1,56,10847
6875,10000,1,1,2,22,2946
6876,30000,2,2,2,23,30558
6877,360000,1,0,2,30,40250
6878,260000,1,1,2,29,52079
6879,1.00E+05,1,2,1,52,64358
6880,5.00E+05,2,2,1,40,2231
6881,70000,2,3,2,42,69470
6882,2.00E+05,2,1,1,38,26344
6883,230000,2,5,2,45,144407
6884,2.00E+05,1,2,2,36,2989
6885,110000,1,2,1,38,96898
6886,260000,2,1,2,33,6818
6887,50000,2,3,3,55,390
6888,50000,1,2,2,44,49120
6889,80000,1,2,2,23,25992
6890,260000,1,1,2,29,7168
6891,80000,1,1,2,31,48783
6892,80000,2,1,2,29,48164
6893,2.00E+05,2,5,1,36,2353
6894,370000,2,2,2,29,390509
6895,60000,2,1,1,43,46806
6896,260000,1,1,2,29,56536
6897,30000,1,2,2,35,13461
6898,120000,1,2,2,32,60316
6899,130000,2,3,2,39,133825
6900,160000,2,3,1,38,0
6901,230000,2,2,2,31,5070
6902,3.00E+05,2,1,2,26,293554
6903,180000,2,2,2,29,4000
6904,80000,2,2,2,24,0
6905,180000,2,4,1,30,107337
6906,50000,1,2,2,25,50516
6907,10000,1,2,1,62,2778
6908,50000,1,2,2,46,1540
6909,90000,2,1,1,31,8318
6910,30000,2,3,2,29,23136
6911,180000,1,1,1,38,181302
6912,150000,2,2,1,38,140133
6913,590000,1,1,1,63,630458
6914,60000,1,2,1,39,59929
6915,1.00E+05,1,2,2,27,63004
6916,20000,2,2,2,25,7666
6917,10000,1,1,2,22,6883
6918,3.00E+05,1,1,2,26,273138
6919,260000,2,2,2,40,241565
6920,160000,2,3,1,28,38660
6921,260000,2,1,2,32,0
6922,280000,2,1,2,29,2187
6923,260000,2,1,2,35,0
6924,240000,1,1,1,43,3645
6925,50000,2,2,3,49,45681
6926,260000,2,2,2,44,0
6927,60000,2,2,2,24,60270
6928,130000,2,2,1,26,24579
6929,140000,2,1,2,31,112936
6930,20000,1,3,2,39,18243
6931,360000,2,1,2,35,0
6932,220000,1,1,2,28,127021
6933,5.00E+05,1,1,2,37,4331
6934,50000,1,3,3,59,50739
6935,210000,2,1,2,28,262
6936,2.00E+05,1,1,1,41,90930
6937,370000,1,1,2,28,87313
6938,2.00E+05,1,2,2,27,112050
6939,260000,1,1,1,51,0
6940,50000,2,1,2,23,15512
6941,260000,2,1,2,33,18460
6942,230000,2,3,2,48,2781
6943,20000,1,2,2,27,0
6944,5.00E+05,1,2,2,33,3311
6945,160000,2,2,1,50,1261
6946,50000,1,2,2,25,1552
6947,220000,2,2,1,37,2345
6948,150000,1,3,1,64,56852
6949,180000,2,1,2,35,11123
6950,80000,2,2,1,40,82150
6951,50000,2,3,2,27,41991
6952,30000,2,2,2,26,5231
6953,180000,2,2,2,31,176731
6954,70000,1,3,1,64,62188
6955,3.00E+05,2,1,2,33,0
6956,640000,2,1,1,50,6482
6957,60000,2,1,2,28,0
6958,120000,2,2,2,24,67714
6959,280000,2,1,2,27,36382
6960,260000,2,1,2,32,8161
6961,50000,1,2,3,34,48538
6962,70000,1,2,2,47,64586
6963,50000,1,1,2,38,390
6964,470000,1,1,1,40,241153
6965,320000,2,1,1,41,56093
6966,50000,2,3,2,23,49385
6967,230000,2,3,1,32,0
6968,140000,2,2,2,29,43030
6969,50000,1,2,2,25,6302
6970,450000,2,1,2,45,0
6971,5.00E+05,1,2,1,49,371
6972,20000,1,2,2,37,15960
6973,230000,1,1,1,38,1902
6974,50000,1,2,2,24,53890
6975,3.00E+05,1,2,1,31,12793
6976,1.00E+05,2,3,1,36,92675
6977,30000,1,2,2,27,29063
6978,4.00E+05,1,2,1,44,6389
6979,170000,1,1,2,30,998
6980,340000,2,3,2,57,49467
6981,210000,2,2,1,35,44552
6982,80000,2,2,1,38,1894
6983,20000,2,1,2,24,7795
6984,3.00E+05,2,1,1,51,311
6985,20000,1,3,2,43,6085
6986,50000,1,1,1,40,50657
6987,60000,2,1,2,27,3136
6988,60000,2,2,2,50,59853
6989,50000,1,3,1,51,48091
6990,120000,2,2,2,26,52623
6991,20000,1,3,2,59,5119
6992,240000,2,2,1,40,326
6993,420000,2,1,2,36,0
6994,180000,2,1,2,28,0
6995,410000,2,3,2,28,407490
6996,30000,1,1,2,41,16098
6997,110000,1,2,2,25,38449
6998,90000,1,1,2,33,498
6999,220000,1,1,1,41,30262
7000,50000,2,3,1,57,47349
7001,30000,2,3,2,22,20741
7002,520000,1,1,1,55,2292
7003,80000,2,3,1,39,48401
7004,20000,1,3,2,58,12066
7005,210000,2,1,2,29,27371
7006,1.00E+05,2,2,2,28,101557
7007,320000,2,1,1,33,0
7008,5.00E+05,2,2,1,44,38034
7009,20000,2,3,1,41,16208
7010,10000,1,2,1,59,6827
7011,310000,1,3,1,43,4323
7012,2.00E+05,2,1,2,37,11211
7013,180000,1,3,2,29,4358
7014,50000,1,2,1,32,37293
7015,150000,2,2,2,41,2371
7016,5.00E+05,2,1,1,45,93669
7017,230000,1,2,2,31,14529
7018,20000,1,2,2,38,19845
7019,190000,2,2,2,28,43072
7020,20000,2,2,2,24,19043
7021,170000,1,3,1,51,55396
7022,210000,2,2,2,43,180962
7023,1.00E+05,1,2,1,44,59586
7024,260000,2,2,1,42,50060
7025,2.00E+05,2,2,2,25,22371
7026,90000,1,2,3,40,106947
7027,470000,2,1,1,35,270005
7028,270000,2,1,2,27,153201
7029,1.00E+05,1,1,1,49,63977
7030,2.00E+05,2,1,2,40,0
7031,70000,2,2,1,43,38173
7032,2.00E+05,2,1,1,40,16204
7033,50000,2,2,1,31,52754
7034,90000,2,2,1,24,28329
7035,50000,2,2,1,30,48139
7036,240000,2,1,1,37,317
7037,140000,1,1,2,35,325
7038,120000,1,1,1,52,112593
7039,460000,1,2,1,61,0
7040,170000,2,2,1,25,1906
7041,5.00E+05,2,1,1,39,39823
7042,50000,1,2,1,51,31281
7043,210000,2,1,2,26,0
7044,50000,1,1,2,24,42509
7045,2.00E+05,2,2,1,42,326
7046,20000,2,1,2,26,11030
7047,80000,2,2,1,53,9715
7048,430000,1,2,1,32,0
7049,350000,2,1,2,44,314607
7050,50000,2,2,1,34,2738
7051,210000,2,3,1,55,217016
7052,20000,1,2,2,51,780
7053,160000,2,2,2,29,36134
7054,50000,2,3,1,46,25706
7055,50000,2,1,2,24,49982
7056,30000,1,3,2,31,30588
7057,1.00E+05,1,1,2,29,48186
7058,360000,1,2,2,28,35564
7059,310000,2,2,1,34,4153
7060,50000,2,2,3,30,40087
7061,120000,2,2,1,37,12006
7062,30000,2,2,2,29,16493
7063,2.00E+05,2,2,2,30,193300
7064,20000,1,3,2,37,19716
7065,50000,2,2,2,23,47020
7066,70000,2,1,2,25,8272
7067,290000,2,1,2,32,0
7068,90000,2,1,2,30,750
7069,150000,1,2,1,37,106628
7070,90000,1,2,2,38,112212
7071,80000,1,1,1,40,28054
7072,1.00E+05,1,1,2,32,95794
7073,2.00E+05,2,2,1,41,0
7074,140000,2,2,2,31,124716
7075,110000,2,2,2,45,836
7076,50000,2,3,3,43,31199
7077,60000,2,2,1,42,61759
7078,130000,1,1,1,40,25375
7079,320000,2,2,1,43,181048
7080,120000,2,3,1,42,2207
7081,450000,2,2,2,35,347994
7082,2.00E+05,2,2,1,36,136286
7083,20000,1,1,2,31,16170
7084,410000,2,2,1,29,6764
7085,210000,2,1,1,40,206803
7086,210000,2,1,1,36,0
7087,130000,1,3,1,38,0
7088,170000,2,1,2,27,6504
7089,190000,2,2,1,55,104344
7090,230000,2,1,2,28,95956
7091,120000,2,2,2,29,114538
7092,50000,2,2,2,23,17313
7093,220000,2,2,2,41,32016
7094,320000,2,1,2,32,313383
7095,160000,2,2,1,27,75652
7096,20000,2,2,2,23,4561
7097,460000,2,1,2,34,0
7098,490000,1,1,1,38,380
7099,130000,2,2,1,47,85317
7100,170000,1,2,2,41,162500
7101,150000,2,2,2,24,108924
7102,180000,2,1,2,33,1246
7103,50000,1,3,2,35,41646
7104,240000,2,5,1,44,47315
7105,390000,2,1,2,37,20666
7106,50000,1,3,2,47,48593
7107,310000,1,1,1,43,0
7108,1.00E+05,2,1,2,28,290
7109,260000,2,1,2,36,2992
7110,30000,2,2,2,28,28347
7111,310000,1,2,2,27,68928
7112,270000,1,1,2,40,193444
7113,250000,2,1,1,30,1923
7114,130000,2,2,1,31,32215
7115,220000,1,1,1,35,21960
7116,60000,2,2,2,48,86550
7117,120000,1,1,2,29,119324
7118,30000,2,2,1,35,11359
7119,130000,2,1,2,30,124651
7120,1.00E+05,2,2,1,35,29048
7121,2.00E+05,2,1,2,26,1290
7122,260000,2,2,1,47,164137
7123,390000,1,1,1,45,185204
7124,340000,2,1,2,42,308023
7125,140000,2,2,2,24,137037
7126,220000,2,2,2,39,142186
7127,20000,1,2,1,31,1572
7128,5.00E+05,1,2,2,40,33179
7129,210000,2,2,1,33,8770
7130,340000,2,2,2,39,308286
7131,130000,1,2,1,44,16357
7132,2.00E+05,2,2,2,34,189279
7133,150000,1,1,1,35,160292
7134,50000,2,3,2,22,36926
7135,60000,2,1,2,25,38050
7136,60000,1,1,2,27,1386
7137,150000,2,3,1,29,118025
7138,180000,1,1,1,38,47276
7139,50000,1,2,2,22,55100
7140,10000,2,3,1,48,7863
7141,1.00E+05,2,2,2,24,94056
7142,30000,2,2,2,21,0
7143,50000,1,3,1,51,48550
7144,30000,1,2,1,39,19643
7145,1.00E+05,2,2,2,30,96638
7146,1.00E+05,1,2,2,35,24524
7147,290000,1,2,1,37,199911
7148,140000,2,2,1,42,3726
7149,240000,2,1,1,39,0
7150,380000,1,1,2,27,2501
7151,230000,2,3,1,54,1227
7152,40000,2,1,2,24,28140
7153,210000,2,1,1,34,74261
7154,150000,2,2,1,37,144744
7155,70000,2,3,1,27,27241
7156,80000,2,2,2,24,9591
7157,50000,1,2,2,30,49259
7158,3.00E+05,2,2,2,27,0
7159,180000,2,2,2,30,63182
7160,150000,2,1,2,35,9164
7161,60000,1,1,2,24,20873
7162,1.00E+05,2,2,2,37,177961
7163,90000,2,2,1,26,89947
7164,20000,1,2,1,43,14102
7165,320000,2,1,2,32,0
7166,90000,2,3,1,68,2000
7167,5.00E+05,1,2,2,36,226
7168,210000,1,1,1,37,3094
7169,30000,1,2,2,29,28603
7170,20000,1,2,1,51,10400
7171,50000,2,1,2,23,0
7172,360000,2,3,1,39,4964
7173,80000,2,3,1,28,36847
7174,150000,1,1,1,47,4003
7175,20000,1,2,1,36,25274
7176,150000,2,3,1,55,1194
7177,340000,1,3,1,29,332123
7178,5.00E+05,1,2,1,61,0
7179,1.00E+05,2,3,1,33,32526
7180,160000,1,2,1,62,0
7181,3.00E+05,2,1,1,42,400
7182,240000,1,1,2,34,18825
7183,60000,2,2,1,30,60558
7184,20000,2,2,2,21,13717
7185,80000,2,2,1,25,1374
7186,20000,1,2,1,47,390
7187,240000,2,1,1,35,5770
7188,20000,1,2,2,25,19242
7189,290000,1,2,1,33,190547
7190,120000,2,1,2,33,53087
7191,1.00E+05,2,2,2,33,61089
7192,20000,1,2,1,42,18317
7193,60000,2,2,1,49,17013
7194,150000,2,2,2,26,10693
7195,5.00E+05,1,1,1,57,4560
7196,120000,2,2,2,24,34670
7197,80000,2,2,1,35,7961
7198,1.00E+05,2,3,1,39,39667
7199,20000,1,1,1,53,13605
7200,2.00E+05,2,2,1,33,23762
7201,80000,1,1,1,39,61708
7202,80000,1,1,2,33,75985
7203,150000,1,1,2,26,29712
7204,50000,1,2,1,50,47721
7205,370000,2,1,2,28,577
7206,130000,2,2,2,25,107594
7207,450000,2,1,1,41,2663
7208,2.00E+05,2,2,1,44,500
7209,130000,1,1,2,30,90864
7210,230000,2,5,2,23,55197
7211,90000,2,1,2,29,9124
7212,30000,1,3,1,53,263
7213,180000,1,2,1,43,4425
7214,140000,1,1,2,32,9556
7215,380000,1,1,1,52,0
7216,30000,2,2,1,56,26008
7217,80000,2,3,1,46,77490
7218,60000,2,3,1,47,59098
7219,290000,2,1,2,32,0
7220,160000,2,2,1,26,1319
7221,20000,1,1,2,28,7032
7222,80000,2,3,1,65,80260
7223,360000,2,1,1,34,4259
7224,30000,2,1,2,44,39347
7225,140000,2,2,1,37,330
7226,150000,1,1,2,33,78038
7227,130000,1,1,1,45,58180
7228,410000,1,1,1,34,109256
7229,70000,2,1,2,28,48910
7230,30000,2,1,2,24,27181
7231,50000,2,2,1,37,7465
7232,180000,1,2,1,45,119109
7233,30000,2,2,2,36,390
7234,20000,1,1,2,38,16787
7235,30000,1,2,2,24,12800
